sale_id;data_venda;ano;mes;loja;bairro_entrega;canal;tipo_cliente;categoria;produto;unidade;quantidade;custo_unitario;preco_venda_unitario;promocao;perda_quebra_custo;receita_total;custo_total;lucro_total;margem_lucro;fornecedor;forma_pagamento
HF202502589;2025-06-13;2025;6;Hortfruit Pinheiros;Santana;WhatsApp;Cozinha industrial;VERDURA;Cebolinha;maço;27,0;1.5;2.5;0;0,0;67,5;40,5;27,0;0,4;CEAGESP (atacado);Débito
HF202502590;2025-04-09;2025;4;Hortfruit Moema;Vila Mariana;WhatsApp;PF;Fruta;Tangerina ponkan;kg;14,99;4.5;6.99;0;16,86;104,78;67,45;20,47;0,1954;Distribuidor regional;Crédito
HF202502591;2025-08-03;2025;8;Hortfruit Moema;Butantã;WhatsApp;Mercado;Fruta;Maçã fuji;kg;15,01;8.5;10.99;1;0,0;164,96;127,58;37,38;0,2266;CEAGESP (atacado);Dinheiro
HF202502592;2025-01-07;2025;1;Hortfruit Santana;Ipiranga;Retirada;Padaria;Fruta;Maçã fuji;kg;19,99;10.5;15.5;0;0,0;309,84;209,89;99,95;0,3226;;Vale-alimentação
HF202502593;2025-12-28;2025;12;Hortfruit Tatuapé;Santo Amaro;Retirada;Padaria;Verdura;Salsinha;maço;24,0;1.5;2.0;1;0,0;48,0;36,0;12,0;0,25;Produtor local;Pix
HF202502594;2025-11-09;2025;11;Hortfruit Santana;Lapa;Feira (parceiro);Mercado;Fruta;Melancia;kg;13,97;2.99;4.99;0;0,0;69,71;41,77;27,94;0,4008;CEAGESP (atacado);Crédito
HF202502595;2025-08-22;2025;8;Hortfruit Pinheiros;Brooklin;Loja física;PF;Fruta;Coco verde;un;8,0;3.5;5.5;0;0,0;44,0;28,0;16,0;0,3636;Cooperativa;Pix
HF202502596;2025-03-03;2025;3;Hortfruit Vila Mariana;Lapa;Loja física;Cozinha industrial;Legume;Abóbora cabotiá;kg;18,92;2.5;4.5;0;0,0;85,14;47,3;37,84;0,4444;Cooperativa;Débito
HF202502597;2025-05-25;2025;5;Hortfruit Vila Mariana;Brooklin;Feira (parceiro);Padaria;Fruta;Banana prata;kg;5,9;5.0;5.99;1;0,0;35,34;29,5;5,84;0,1653;Produtor local;Crédito
HF202502598;2025-07-03;2025;7;Hortfruit Santana;Moema;Delivery app;Restaurante;Verdura;Rúcula;maço;22,0;2.0;4.5;0;0,0;99,0;44,0;55,0;0,5556;Cooperativa;Vale-alimentação
HF202502599;2025-01-21;2025;1;Hortfruit Moema;Bela Vista;Retirada;Mercado;Verdura;Manjericão;maço;13,0;1.99;4.5;0;0,0;58,5;25,87;32,63;0,5578;Produtor local;Dinheiro
HF202502600;2025-09-18;2025;9;Hortfruit Santana;Bela Vista;Delivery app;Cozinha industrial;Fruta;Banana prata;kg;10,55;6.5;8.0;1;17,14;84,4;68,58;-1,32;-0,0156;Distribuidor regional;Dinheiro
HF202502601;2025-11-26;2025;11;Hortfruit Santana;Butantã;Delivery app;Restaurante;Verdura;Alface crespa;un;19,0;1.99;3.5;0;0,0;66,5;37,81;28,69;0,4314;Produtor local;Pix
HF202502602;2025-07-20;2025;7;Hortfruit Vila Mariana;Vila Mariana;Delivery app;PF;Verdura;Salsinha;maço;24,0;1.5;2.5;0;0,0;60,0;36,0;24,0;0,4;Produtor local;Crédito
HF202502603;2025-03-12;2025;3;Hortfruit Santana;Moema;WhatsApp;Padaria;Fruta;Kiwi;kg;18,23;17.99;31.5;0;0,0;574,25;327,96;246,29;0,4289;Importadora;Dinheiro
HF202502604;2025-11-08;2025;11;Hortfruit Pinheiros;Santana;Feira (parceiro);Padaria;Fruta;Mamão papaya;kg;14,77;6.0;8.5;0;0,0;125,55;88,62;36,93;0,2941;Distribuidor regional;Débito
HF202502605;2025-04-19;2025;4;Hortfruit Moema;Brooklin;Feira (parceiro);Mercado;Fruta;Maçã gala;kg;1,92;6.5;10.5;0;0,0;20,16;12,48;7,68;0,381;CEAGESP (atacado);Crédito
HF202502606;2025-07-31;2025;7;Hortfruit Moema;Moema;Feira (parceiro);Padaria;Fruta;  Maçã gala  ;kg;16,35;6.99;7.99;1;0,0;130,64;114,29;16,35;0,1252;CEAGESP (atacado);Crédito
HF202502607;2025-07-22;2025;7;Hortfruit Tatuapé;Bela Vista;WhatsApp;Padaria;Fruta;Goiaba;kg;12,12;6.5;8.99;1;0,0;108,96;78,78;30,18;0,277;Cooperativa;Dinheiro
HF202502608;2025-02-10;2025;2;Hortfruit Vila Mariana;Santo Amaro;Feira (parceiro);Lanchonete;Fruta;Abacaxi;un;22,0;3.5;5.5;0;0,0;121,0;77,0;44,0;0,3636;Importadora;Vale-alimentação
HF202502609;2025-07-08;2025;7;Hortfruit Vila Mariana;Brooklin;Loja física;Padaria;Fruta;Abacate;kg;0,82;6.0;10.0;0;0,0;8,2;4,92;3,28;0,4;Cooperativa;Pix
HF202502610;2025-07-03;2025;7;Hortfruit Santana;Ipiranga;Retirada;Lanchonete;Verdura;Coentro;maço;24,0;3.5;5.5;0;0,0;132,0;84,0;48,0;0,3636;Importadora;Vale-alimentação
HF202502611;2025-07-25;2025;7;Hortfruit Santo Amaro;Pinheiros;Feira (parceiro);Restaurante;Verdura;Espinafre;maço;24,0;3.99;4.5;0;0,0;108,0;95,76;12,24;0,1133;Importadora;Crédito
HF202502612;2025-08-07;2025;8;Hortfruit Santo Amaro;Vila Mariana;Delivery app;PF;Verdura;Agrião;maço;13,0;3.5;5.0;0;0,0;65,0;45,5;19,5;0,3;Produtor local;Vale-alimentação
HF202502613;2025-12-11;2025;12;Hortfruit Santana;Butantã;Retirada;Mercado;Fruta;Melão amarelo;kg;12,52;5.5;8.5;0;0,0;106,42;68,86;37,56;0,3529;CEAGESP (atacado);Pix
HF202502614;2025-11-21;2025;11;Hortfruit Santana;Ipiranga;Feira (parceiro);PF;Fruta;Tangerina ponkan;kg;10,82;6.5;8.5;0;0,0;91,97;70,33;21,64;0,2353;CEAGESP (atacado);Crédito
HF202502615;2025-08-06;2025;8;Hortfruit Santo Amaro;Santo Amaro;WhatsApp;Cozinha industrial;Legume;Chuchu;kg;8,43;3.0;3.99;0;0,0;33,64;25,29;8,35;0,2482;Importadora;Vale-alimentação
HF202502616;2025-12-03;2025;12;Hortfruit Santana;Bela Vista;WhatsApp;Cozinha industrial;Legume;Pimentão vermelho;kg;17,87;8.0;13.5;0;0,0;241,25;142,96;98,29;0,4074;Distribuidor regional;Débito
HF202502617;2025-05-05;2025;5;Hortfruit Santana;Santana;Loja física;Lanchonete;Legume;Abóbora cabotiá;kg;19,08;3.99;4.99;1;0,0;95,21;76,13;19,08;0,2004;Distribuidor regional;Crédito
HF202502618;2025-05-04;2025;5;Hortfruit Vila Mariana;Brooklin;Retirada;PF;Verdura;Alface crespa;un;18,0;1.99;2.5;0;0,0;45,0;35,82;9,18;0,204;Cooperativa;Crédito
HF202502619;2025-02-03;2025;2;Hortfruit Pinheiros;Ipiranga;Retirada;Padaria;Fruta;Limão taiti;kg;12,37;4.99;8.5;0;0,0;105,14;61,73;43,41;0,4129;Cooperativa;Débito
HF202502620;2025-08-27;2025;8;Hortfruit Santo Amaro;Lapa;Feira (parceiro);Cozinha industrial;Verdura;Rúcula;maço;3,0;3.0;4.5;0;0,0;13,5;9,0;4,5;0,3333;Cooperativa;Pix
HF202502621;2025-03-02;2025;3;Hortfruit Moema;Ipiranga;Feira (parceiro);Restaurante;Fruta;Uva itália;kg;4,46;13.0;10.84;0;0,0;80,28;57,98;22,3;0,2778;Produtor local;Crédito
HF202502622;2025-09-11;2025;9;Hortfruit Vila Mariana;Tatuapé;Feira (parceiro);Padaria;Legume;Vagem;kg;2,81;7.5;11.5;0;0,0;32,31;21,07;11,24;0,3479;Produtor local;Crédito
HF202502623;2025-10-26;2025;10;Hortfruit Santana;Santana;WhatsApp;Cozinha industrial;Verdura;Coentro;maço;14,0;2.5;4.5;0;0,0;63,0;35,0;28,0;0,4444;Cooperativa;Vale-alimentação
HF202502624;2025-08-21;2025;8;Hortfruit Santo Amaro;Bela Vista;Retirada;Lanchonete;Verdura;Agrião;maço;20,0;2.5;3.99;0;0,0;79,8;50,0;29,8;0,3734;Importadora;Débito
HF202502625;2025-11-06;2025;11;Hortfruit Tatuapé;Santo Amaro;WhatsApp;Mercado;Fruta;Limão taiti;kg;10,57;4.5;6.99;0;0,0;73,88;47,56;26,32;0,3563;Distribuidor regional;Vale-alimentação
HF202502626;2025-08-25;2025;8;Hortfruit Moema;Santo Amaro;Delivery app;Padaria;Fruta;Limão taiti;kg;8,02;3.5;5.5;0;0,0;44,11;28,07;16,04;0,3636;CEAGESP (atacado);Dinheiro
HF202502627;2025-07-16;2025;7;Hortfruit Santo Amaro;Butantã;Delivery app;Padaria;Legume;Batata inglesa;kg;9,36;3.0;5.5;0;0,0;51,48;28,08;23,4;0,4545;Importadora;Vale-alimentação
HF202502628;2025-11-01;2025;11;Hortfruit Vila Mariana;Lapa;Loja física;Cozinha industrial;Fruta;Kiwi;kg;9,15;21.5;28.99;0;0,0;265,26;196,72;68,54;0,2584;Distribuidor regional;Vale-alimentação
HF202502629;2025-10-07;2025;10;Hortfruit Tatuapé;Bela Vista;WhatsApp;Mercado;Verdura;Espinafre;maço;1,0;3.99;4.99;0;0,0;4,99;3,99;1,0;0,2004;CEAGESP (atacado);Débito
HF202502630;2025-11-07;2025;11;Hortfruit Moema;Santo Amaro;Feira (parceiro);PF;Fruta;Limão taiti;kg;13,65;3.5;4.5;0;0,0;61,43;47,77;13,66;0,2224;Cooperativa;Pix
HF202502631;2025-11-01;2025;11;Hortfruit Moema;Butantã;Loja física;Mercado;Verdura;Espinafre;maço;3,0;2.5;4.5;0;0,0;13,5;7,5;6,0;0,4444;Importadora;Dinheiro
HF202502632;2025-09-26;2025;9;Hortfruit Vila Mariana;Santo Amaro;Loja física;Cozinha industrial;Legume;Chuchu;kg;12,63;2.5;3.99;0;0,0;50,39;31,58;18,81;0,3733;Importadora;Crédito
HF202502633;2025-10-15;2025;10;Hortfruit Tatuapé;Santo Amaro;Delivery app;Mercado;FRUTA;Mamão papaya;kg;14,09;7.0;10.0;0;0,0;140,9;98,63;42,27;0,3;CEAGESP (atacado);Débito
HF202502634;2025-05-18;2025;5;Hortfruit Moema;Santana;Delivery app;Mercado;Fruta;Melancia;kg;9,64;1.99;3.5;0;0,0;33,74;19,18;14,56;0,4315;Produtor local;Vale-alimentação
HF202502635;2025-09-23;2025;9;Hortfruit Santo Amaro;Lapa;Feira (parceiro);Lanchonete;Legume;Brócolis;un;13,0;5.5;7.5;0;0,0;97,5;71,5;26,0;0,2667;Produtor local;Dinheiro
HF202502636;2025-05-07;2025;5;Hortfruit Moema;Brooklin;Retirada;Mercado;Verdura;Repolho;kg;19,27;2.0;3.5;0;0,0;67,44;38,54;28,9;0,4285;CEAGESP (atacado);Débito
HF202502637;2025-03-01;2025;3;Hortfruit Pinheiros;Vila Mariana;Delivery app;PF;Legume;Couve-flor;un;19,0;4.5;7.0;0;0,0;133,0;85,5;47,5;0,3571;;Vale-alimentação
HF202502638;2025-12-07;2025;12;Hortfruit Tatuapé;Lapa;Delivery app;Lanchonete;Fruta;Limão taiti;kg;10,37;5.5;7.5;0;0,0;77,77;57,03;20,74;0,2667;Distribuidor regional;Vale-alimentação
HF202502639;2025-04-24;2025;4;Hortfruit Moema;Vila Mariana;WhatsApp;Padaria;Verdura;Alface crespa;un;25,0;1.0;2.5;0;0,0;62,5;25,0;37,5;0,6;Distribuidor regional;Dinheiro
HF202502640;2025-01-02;2025;1;Hortfruit Vila Mariana;Santana;Feira (parceiro);Cozinha industrial;Verdura;Rúcula;maço;24,0;3.5;5.0;0;0,0;120,0;84,0;36,0;0,3;Cooperativa;Dinheiro
HF202502641;2025-08-08;2025;8;Hortfruit Pinheiros;Brooklin;Retirada;Padaria;Legume;Pimentão verde;kg;16,81;5.5;8.0;0;0,0;134,48;92,45;42,03;0,3125;Produtor local;Débito
HF202502642;2025-11-29;2025;11;Hortfruit Moema;Pinheiros;Feira (parceiro);Mercado;Legume;Pimentão verde;kg;11,24;5.5;4.55;0;0,0;84,3;61,82;22,48;0,2667;Importadora;Débito
HF202502643;2025-04-22;2025;4;Hortfruit Tatuapé;Santo Amaro;Retirada;Cozinha industrial;Verdura;Alface crespa;un;28,0;2.5;3.5;1;0,0;98,0;70,0;28,0;0,2857;Produtor local;Vale-alimentação
HF202502644;2025-01-29;2025;1;Hortfruit Moema;Vila Mariana;Delivery app;Cozinha industrial;Verdura;Alface crespa;un;1,0;1.5;2.5;0;0,0;2,5;1,5;1,0;0,4;Importadora;Crédito
HF202502645;2025-02-21;2025;2;Hortfruit Santana;Lapa;Delivery app;Restaurante;Fruta;Ameixa;kg;10,71;14.99;23.5;0;0,0;251,69;160,54;91,15;0,3622;CEAGESP (atacado);Crédito
HF202502646;2025-08-03;2025;8;Hortfruit Moema;Santana;Retirada;Padaria;Legume;Batata inglesa;kg;9,34;4.0;5.5;0;9,34;51,37;37,36;4,67;0,0909;Cooperativa;Vale-alimentação
HF202501834;2025-12-31;2025;12;Hortfruit Santana;Pinheiros;Loja física;Cozinha industrial;Legume;Tomate cereja;bandeja;10,0;7.5;10.5;0;0,0;105,0;75,0;30,0;0,2857;Cooperativa;Pix
HF202502648;2025-06-03;2025;6;Hortfruit Vila Mariana;Butantã;Feira (parceiro);Lanchonete;Legume;Cebola;kg;18,71;3.99;5.5;0;0,0;102,91;74,65;28,26;0,2746;Importadora;Débito
HF202502649;2025-04-11;2025;4;Hortfruit Santo Amaro;Santana;WhatsApp;Mercado;Legume;Cebola;kg;11,43;2.5;4.5;0;0,0;51,44;28,57;22,87;0,4446;Distribuidor regional;Débito
HF202502650;2025-03-12;2025;3;Hortfruit Vila Mariana;Ipiranga;Retirada;Restaurante;Legume;Pepino japonês;kg;9,05;3.0;4.99;0;0,0;45,16;27,15;18,01;0,3988;Distribuidor regional;Vale-alimentação
HF202502651;2025-04-04;2025;4;Hortfruit Santana;Santana;WhatsApp;Lanchonete;Fruta;Morango;bandeja;9,0;7.99;10.5;0;0,0;94,5;71,91;22,59;0,239;Importadora;Dinheiro
HF202502652;2025-05-21;2025;5;Hortfruit Moema;Vila Mariana;Feira (parceiro);Padaria;Legume;Brócolis;un;24,0;3.5;5.0;0;0,0;120,0;84,0;36,0;0,3;CEAGESP (atacado);Dinheiro
HF202502653;2025-07-05;2025;7;Hortfruit Santo Amaro;Lapa;Delivery app;Mercado;Fruta;Abacaxi;un;7,0;5.5;8.99;0;0,0;62,93;38,5;24,43;0,3882;Distribuidor regional;Crédito
HF202502654;2025-09-04;2025;9;Hortfruit Tatuapé;Vila Mariana;Feira (parceiro);Mercado;Fruta;Coco verde;un;7,0;3.0;4.5;0;0,0;31,5;21,0;10,5;0,3333;Produtor local;Crédito
HF202502655;2025-01-05;2025;1;Hortfruit Tatuapé;Pinheiros;Retirada;Padaria;Fruta;Maçã fuji;kg;3,12;7.0;9.99;0;0,0;31,17;21,84;9,33;0,2993;Produtor local;Pix
HF202502656;2025-02-28;2025;2;Hortfruit Vila Mariana;Pinheiros;Loja física;Padaria;Verdura;Salsinha;maço;8,0;1.99;2.5;0;0,0;20,0;15,92;4,08;0,204;CEAGESP (atacado);Débito
HF202502657;2025-12-26;2025;12;Hortfruit Moema;Brooklin;Feira (parceiro);PF;Fruta;Limão taiti;kg;14,59;4.99;6.0;0;0,0;87,54;72,8;14,74;0,1684;Distribuidor regional;Crédito
HF202502658;2025-02-11;2025;2;Hortfruit Santana;Santo Amaro;Retirada;Padaria;Legume;Pimentão verde;kg;17,69;8.5;11.99;0;0,0;212,1;150,37;61,73;0,291;Produtor local;Crédito
HF202502659;2025-06-02;2025;6;Hortfruit Moema;Santana;Loja física;Cozinha industrial;Verdura;Rúcula;maço;28,0;2.0;3.99;0;0,0;111,72;56,0;55,72;0,4987;Produtor local;Pix
HF202502660;2025-12-12;2025;12;Hortfruit Vila Mariana;Brooklin;Retirada;Padaria;Fruta;Goiaba;kg;1,28;4.99;7.99;0;0,0;10,23;6,39;3,84;0,3754;Importadora;Pix
HF202502661;2025-01-09;2025;1;Hortfruit Pinheiros;Santo Amaro;Delivery app;Padaria;Fruta;Ameixa;kg;16,71;15.0;20.99;0;62,66;350,74;250,65;37,43;0,1067;Produtor local;Vale-alimentação
HF202502662;2025-12-21;2025;12;Hortfruit Santo Amaro;Bela Vista;Feira (parceiro);Padaria;Legume;Brócolis;un;39,0;5.5;8.5;0;0,0;331,5;214,5;117,0;0,3529;Distribuidor regional;Dinheiro
HF202502663;2025-06-04;2025;6;Hortfruit Vila Mariana;Moema;Retirada;Mercado;Verdura;Coentro;maço;26,0;2.5;4.0;0;0,0;104,0;65,0;39,0;0,375;Cooperativa;Débito
HF202502664;2025-04-02;2025;4;Hortfruit Vila Mariana;Tatuapé;Delivery app;Restaurante;Legume;Cenoura;kg;11,7;4.99;7.5;0;0,0;87,75;58,38;29,37;0,3347;Cooperativa;Crédito
HF202502665;2025-02-06;2025;2;Hortfruit Moema;Vila Mariana;Retirada;Lanchonete;Legume;Cenoura;kg;2,17;3.5;4.5;1;0,0;9,77;7,59;2,18;0,2231;CEAGESP (atacado);Pix
HF202502666;2025-05-31;2025;5;Hortfruit Tatuapé;Brooklin;Loja física;Mercado;Legume;Alho;kg;14,71;24.0;34.99;0;0,0;514,7;353,04;161,66;0,3141;Distribuidor regional;Dinheiro
HF202502667;2025-07-30;2025;7;Hortfruit Pinheiros;Santo Amaro;WhatsApp;Cozinha industrial;Legume;Pimentão verde;kg;0,79;5.5;8.99;0;0,0;7,1;4,35;2,75;0,3873;CEAGESP (atacado);Vale-alimentação
HF202502668;2025-08-14;2025;8;Hortfruit Santana;Santo Amaro;Delivery app;Cozinha industrial;Fruta;Maçã gala;kg;17,17;9.0;12.99;0;38,63;223,04;154,53;29,88;0,134;Cooperativa;Pix
HF202502669;2025-12-09;2025;12;Hortfruit Vila Mariana;Pinheiros;Delivery app;PF;Verdura;Salsinha;maço;17,0;1.0;2.5;1;0,0;42,5;17,0;25,5;0,6;Importadora;Dinheiro
HF202502670;2025-06-03;2025;6;Hortfruit Vila Mariana;Vila Mariana;Loja física;Lanchonete;Legume;Pepino japonês;kg;10,67;4.5;7.5;0;0,0;80,03;48,02;32,01;0,4;CEAGESP (atacado);Dinheiro
HF202502671;2025-07-20;2025;7;Hortfruit Santana;Lapa;Loja física;Cozinha industrial;Fruta;Kiwi;kg;17,39;14.5;20.5;0;0,0;356,5;252,16;104,34;0,2927;Cooperativa;Vale-alimentação
HF202502672;2025-07-24;2025;7;Hortfruit Moema;Pinheiros;Loja física;Cozinha industrial;Fruta;Ameixa;kg;12,24;15.99;20.5;0;0,0;250,92;195,72;55,2;0,22;Cooperativa;Crédito
HF202502673;2025-12-03;2025;12;Hortfruit Pinheiros;Butantã;Feira (parceiro);Lanchonete;Legume;Brócolis;un;30,0;3.5;5.0;0;0,0;150,0;105,0;45,0;0,3;Importadora;Dinheiro
HF202502674;2025-03-01;2025;3;Hortfruit Tatuapé;Brooklin;Retirada;Padaria;Fruta;Melão amarelo;kg;1,19;6.0;10.99;0;0,0;13,08;7,14;5,94;0,4541;Produtor local;Pix
HF202502675;2025-06-10;2025;6;Hortfruit Tatuapé;Moema;Loja física;Mercado;Fruta;Maçã gala;kg;14,87;6.99;10.99;0;0,0;163,42;103,94;59,48;0,364;Cooperativa;Crédito
HF202501653;2025-12-20;2025;12;Hortfruit Pinheiros;Tatuapé;Delivery app;Mercado;Fruta;Tangerina ponkan;kg;2,62;4.5;8.0;1;0,0;20,96;11,79;9,17;0,4375;Distribuidor regional;Débito
HF202502677;2025-03-29;2025;3;Hortfruit Santana;Butantã;Retirada;Cozinha industrial;Fruta;Maçã fuji;kg;15,5;9.5;12.5;0;0,0;193,75;147,25;46,5;0,24;;Crédito
HF202502678;2025-05-13;2025;5;Hortfruit Tatuapé;Bela Vista;Delivery app;Lanchonete;Verdura;Espinafre;maço;15,0;3.5;6.5;0;0,0;97,5;52,5;45,0;0,4615;Distribuidor regional;Dinheiro
HF202502679;2025-06-02;2025;6;Hortfruit Santo Amaro;Tatuapé;WhatsApp;Cozinha industrial;Fruta;Laranja pera;kg;4,29;4.0;7.5;0;0,0;44,22;17,16;13,33;0,596;Importadora;Débito
HF202502680;2025-01-25;2025;1;Hortfruit Vila Mariana;Santo Amaro;Loja física;Cozinha industrial;Legume;Berinjela;kg;14,22;3.99;6.5;0;0,0;92,43;56,74;35,69;0,3861;Cooperativa;Crédito
HF202502681;2025-03-05;2025;3;Hortfruit Tatuapé;Santo Amaro;Loja física;Restaurante;Fruta;Uva vitória;kg;0,47;12.5;20.5;0;0,0;9,63;5,88;3,75;0,3894;Importadora;Crédito
HF202502682;2025-10-26;2025;10;Hortfruit Santo Amaro;Pinheiros;Retirada;Restaurante;Fruta;Morango;bandeja;5,0;8.99;11.5;0;0,0;57,5;44,95;12,55;0,2183;Importadora;Pix
HF202502683;2025-09-08;2025;9;Hortfruit Tatuapé;Pinheiros;Retirada;Restaurante;Verdura;Repolho;kg;13,53;1.99;3.5;0;0,0;47,35;26,92;20,43;0,4315;Importadora;Débito
HF202502684;2025-11-18;2025;11;Hortfruit Pinheiros;Santo Amaro;Loja física;Restaurante;Legume;Couve-flor;un;22,0;6.5;7.99;0;0,0;175,78;143,0;32,78;0,1865;Distribuidor regional;Crédito
HF202502685;2025-02-16;2025;2;Hortfruit Santana;Moema;Retirada;Padaria;Fruta;Mamão formosa;kg;18,86;4.99;7.99;0;0,0;150,69;94,11;56,58;0,3755;Importadora;Vale-alimentação
HF202502686;2025-09-04;2025;9;Hortfruit Moema;Lapa;Retirada;Padaria;Verdura;Rúcula;maço;12,0;2.99;4.5;0;0,0;54,0;35,88;18,12;0,3356;Distribuidor regional;Pix
HF202502687;2025-07-18;2025;7;Hortfruit Moema;Pinheiros;WhatsApp;Mercado;Legume;Pepino japonês;kg;6,63;3.5;4.5;1;0,0;29,84;23,2;6,64;0,2225;Distribuidor regional;Débito
HF202502688;2025-12-18;2025;12;Hortfruit Santo Amaro;Lapa;WhatsApp;Lanchonete;Legume;Tomate italiano;kg;12,82;6.99;11.0;0;0,0;141,02;89,61;51,41;0,3646;CEAGESP (atacado);Crédito
HF202502689;2025-02-24;2025;2;Hortfruit Moema;Ipiranga;Delivery app;Cozinha industrial;Legume;  Pepino japonês  ;kg;13,43;3.5;5.5;0;0,0;73,86;47,0;26,86;0,3637;CEAGESP (atacado);Crédito
HF202502690;2025-11-01;2025;11;Hortfruit Pinheiros;Santana;Retirada;PF;Legume;Alho;kg;16,39;19.5;26.5;0;0,0;434,34;319,61;114,73;0,2641;Cooperativa;Vale-alimentação
HF202502691;2025-07-25;2025;7;Hortfruit Vila Mariana;Moema;WhatsApp;PF;Verdura;Manjericão;maço;13,0;3.5;4.5;0;0,0;58,5;45,5;13,0;0,2222;Cooperativa;Crédito
HF202502692;2025-01-24;2025;1;Hortfruit Pinheiros;Santana;Delivery app;PF;Verdura;Repolho;kg;2,7;2.0;3.99;0;0,0;10,77;5,4;5,37;0,4986;Produtor local;Pix
HF202502693;2025-09-08;2025;9;Hortfruit Pinheiros;Vila Mariana;Feira (parceiro);Restaurante;Verdura;Cheiro-verde;maço;14,0;1.99;2.5;1;0,0;35,0;27,86;7,14;0,204;Produtor local;Dinheiro
HF202502694;2025-09-09;2025;9;Hortfruit Tatuapé;Vila Mariana;WhatsApp;Cozinha industrial;Legume;Brócolis;un;8,0;4.5;7.99;0;0,0;63,92;36,0;27,92;0,4368;Cooperativa;Dinheiro
HF202502695;2025-09-22;2025;9;Hortfruit Santo Amaro;Ipiranga;Retirada;Restaurante;Legume;Berinjela;kg;6,04;5.99;8.5;0;0,0;51,34;36,18;15,16;0,2953;Cooperativa;Débito
HF202502696;2025-06-04;2025;6;Hortfruit Santana;Lapa;WhatsApp;Cozinha industrial;Legume;Beterraba;kg;17,82;2.99;4.5;0;0,0;80,19;53,28;26,91;0,3356;CEAGESP (atacado);Dinheiro
HF202502697;2025-02-20;2025;2;Hortfruit Tatuapé;Moema;Delivery app;PF;Legume;Cenoura;kg;7,69;4.5;6.5;0;0,0;49,98;34,61;15,37;0,3075;CEAGESP (atacado);Dinheiro
HF202502698;2025-04-16;2025;4;Hortfruit Tatuapé;Pinheiros;Feira (parceiro);Mercado;Verdura;Repolho;kg;11,27;2.0;3.5;0;0,0;39,45;22,54;16,91;0,4286;CEAGESP (atacado);Pix
HF202502699;2025-02-07;2025;2;Hortfruit Pinheiros;Brooklin;Delivery app;Padaria;Fruta;Maçã gala;kg;12,24;7.5;10.0;0;0,0;122,4;91,8;30,6;0,25;Cooperativa;Pix
HF202502700;2025-01-15;2025;1;Hortfruit Tatuapé;Bela Vista;WhatsApp;PF;Verdura;Espinafre;maço;17,0;3.5;4.99;0;0,0;84,83;59,5;25,33;0,2986;CEAGESP (atacado);Vale-alimentação
HF202502701;2025-03-13;2025;3;Hortfruit Pinheiros;Santana;Feira (parceiro);Mercado;Legume;Pepino japonês;kg;4,34;5.0;6.5;1;0,0;28,21;21,7;6,51;0,2308;CEAGESP (atacado);Dinheiro
HF202502702;2025-05-07;2025;5;Hortfruit Tatuapé;Moema;Loja física;Padaria;Legume;Pimentão vermelho;kg;19,99;9.5;15.0;0;0,0;299,85;189,9;109,95;0,3667;Produtor local;Pix
HF202502703;2025-03-15;2025;3;Hortfruit Santana;Ipiranga;Retirada;PF;Legume;Pimentão vermelho;kg;5,18;7.5;13.5;0;0,0;69,93;38,85;31,08;0,4444;CEAGESP (atacado);Débito
HF202502704;2025-03-09;2025;3;Hortfruit Vila Mariana;Moema;Delivery app;Mercado;Legume;Cebola;kg;1,9;3.99;6.0;0;0,0;11,4;7,58;3,82;0,3351;Cooperativa;Vale-alimentação
HF202502705;2025-09-16;2025;9;Hortfruit Moema;Tatuapé;Delivery app;PF;Verdura;Salsinha;maço;20,0;1.99;2.5;0;0,0;50,0;39,8;10,2;0,204;CEAGESP (atacado);Pix
HF202502706;2025-05-06;2025;5;Hortfruit Santo Amaro;Lapa;Delivery app;PF;Verdura;Rúcula;maço;4,0;3.0;4.5;0;0,0;18,0;12,0;6,0;0,3333;Distribuidor regional;Crédito
HF202502707;2025-12-05;2025;12;Hortfruit Santo Amaro;Butantã;Loja física;Padaria;Legume;Cebola;kg;3,75;4.5;6.5;0;0,0;24,38;16,88;7,5;0,3076;Importadora;Vale-alimentação
HF202502708;2025-05-04;2025;5;Hortfruit Santana;Ipiranga;Delivery app;Restaurante;Fruta;Uva vitória;kg;10,77;12.99;17.99;0;0,0;193,75;139,9;53,85;0,2779;Produtor local;Pix
HF202502709;2025-07-14;2025;7;Hortfruit Santo Amaro;Lapa;Feira (parceiro);Padaria;Fruta;Melão amarelo;kg;19,13;5.99;8.5;0;0,0;162,6;114,59;48,01;0,2953;CEAGESP (atacado);Débito
HF202502710;2025-07-22;2025;7;Hortfruit Vila Mariana;Santana;Retirada;Lanchonete;Fruta;Ameixa;kg;15,91;12.99;16.5;0;0,0;262,51;206,67;55,84;0,2127;Distribuidor regional;Pix
HF202502711;2025-07-30;2025;7;Hortfruit Moema;Pinheiros;Loja física;Padaria;Legume;Pimentão vermelho;kg;13,06;6.99;8.99;1;0,0;117,41;91,29;26,12;0,2225;CEAGESP (atacado);Crédito
HF202502712;2025-07-21;2025;7;Hortfruit Pinheiros;Pinheiros;Feira (parceiro);Mercado;Fruta;Tangerina ponkan;kg;16,2;4.5;6.5;0;0,0;105,3;72,9;32,4;0,3077;Produtor local;Crédito
